frontyear,backyear,month,day,season
0.0,0.5454545454545455,0.0,0.5666666666666667,0.05
0.0,0.5454545454545455,0.0,0.6,0.05
0.0,0.5454545454545455,0.0,0.6333333333333333,0.05
0.0,0.5454545454545455,0.0,0.6666666666666666,0.05
0.0,0.5454545454545455,0.0,0.7,0.05
0.0,0.5454545454545455,0.0,0.7333333333333333,0.05
0.0,0.5454545454545455,0.0,0.7666666666666667,0.05
0.0,0.5454545454545455,0.0,0.8,0.05
0.0,0.5454545454545455,0.0,0.8333333333333334,0.05
0.0,0.5454545454545455,0.0,0.8666666666666667,0.05
0.0,0.5454545454545455,0.0,0.9,0.05
0.0,0.5454545454545455,0.0,0.9333333333333333,0.05
0.0,0.5454545454545455,0.0,0.9666666666666667,0.05
0.0,0.5454545454545455,0.0,0.9999999999999999,0.05
0.0,0.5454545454545455,0.09090909090909091,0.0,0.05
0.0,0.5454545454545455,0.09090909090909091,0.03333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.06666666666666668,0.05
0.0,0.5454545454545455,0.09090909090909091,0.1,0.05
0.0,0.5454545454545455,0.09090909090909091,0.13333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.16666666666666669,0.05
0.0,0.5454545454545455,0.09090909090909091,0.2,0.05
0.0,0.5454545454545455,0.09090909090909091,0.23333333333333334,0.05
0.0,0.5454545454545455,0.09090909090909091,0.26666666666666666,0.05
0.0,0.5454545454545455,0.09090909090909091,0.3,0.05
0.0,0.5454545454545455,0.09090909090909091,0.3333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.3666666666666667,0.05
0.0,0.5454545454545455,0.09090909090909091,0.4,0.05
0.0,0.5454545454545455,0.09090909090909091,0.43333333333333335,0.05
0.0,0.5454545454545455,0.09090909090909091,0.4666666666666667,0.05
0.0,0.5454545454545455,0.09090909090909091,0.5,0.05
0.0,0.5454545454545455,0.09090909090909091,0.5333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.5666666666666667,0.05
0.0,0.5454545454545455,0.09090909090909091,0.6,0.05
0.0,0.5454545454545455,0.09090909090909091,0.6333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.6666666666666666,0.05
0.0,0.5454545454545455,0.09090909090909091,0.7,0.05
0.0,0.5454545454545455,0.09090909090909091,0.7333333333333333,0.05
0.0,0.5454545454545455,0.09090909090909091,0.7666666666666667,0.05
0.0,0.5454545454545455,0.09090909090909091,0.8,0.05
0.0,0.5454545454545455,0.09090909090909091,0.8333333333333334,0.05
0.0,0.5454545454545455,0.09090909090909091,0.8666666666666667,0.05
0.0,0.5454545454545455,0.09090909090909091,0.9,0.05
0.0,0.5454545454545455,0.1818181818181818,0.0,0.25
0.0,0.5454545454545455,0.1818181818181818,0.03333333333333333,0.25
0.0,0.5454545454545455,0.1818181818181818,0.06666666666666668,0.25
0.0,0.5454545454545455,0.1818181818181818,0.1,0.25
0.0,0.5454545454545455,0.1818181818181818,0.13333333333333333,0.25
0.0,0.5454545454545455,0.1818181818181818,0.16666666666666669,0.25
0.0,0.5454545454545455,0.1818181818181818,0.2,0.25
0.0,0.5454545454545455,0.1818181818181818,0.23333333333333334,0.25
0.0,0.5454545454545455,0.1818181818181818,0.26666666666666666,0.25
0.0,0.5454545454545455,0.1818181818181818,0.3,0.25
0.0,0.5454545454545455,0.1818181818181818,0.3333333333333333,0.25
0.0,0.5454545454545455,0.1818181818181818,0.3666666666666667,0.25
0.0,0.5454545454545455,0.1818181818181818,0.4,0.25
0.0,0.5454545454545455,0.1818181818181818,0.43333333333333335,0.25
0.0,0.5454545454545455,0.1818181818181818,0.4666666666666667,0.25
0.0,0.5454545454545455,0.1818181818181818,0.5,0.25
0.0,0.5454545454545455,0.1818181818181818,0.5333333333333333,0.25
0.0,0.5454545454545455,0.1818181818181818,0.5666666666666667,0.25
0.0,0.5454545454545455,0.1818181818181818,0.6,0.25
0.0,0.5454545454545455,0.1818181818181818,0.6333333333333333,0.25
0.0,0.5454545454545455,0.1818181818181818,0.6666666666666666,0.25
0.0,0.5454545454545455,0.1818181818181818,0.7,0.25
